2018-06-21 16:15:04,228 [          ORADBUtil.java:main:69] - Connecting to somehost.com:9999:instance
2018-06-21 16:15:25,235 [          ORADBUtil.java:main:107] - SQLException 1
2018-06-21 16:15:25,235 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:15:25,235 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:15:25,235 [          ORADBUtil.java:main:117] - UserID ALewis could not be deleted on: somehost.com/instance
2018-06-21 16:15:25,235 [          ORADBUtil.java:main:118] - =====
2018-06-21 16:15:25,235 [          ORADBUtil.java:main:46] - Dropping username: DDorsey
2018-06-21 16:15:25,236 [          ORADBUtil.java:main:59] - hostname: localhost
2018-06-21 16:15:25,236 [          ORADBUtil.java:main:60] - port: 1521
2018-06-21 16:15:25,236 [          ORADBUtil.java:main:61] - instance: xe
2018-06-21 16:15:25,236 [          ORADBUtil.java:main:69] - Connecting to localhost:1521:xe
2018-06-21 16:15:27,247 [          ORADBUtil.java:main:107] - SQLException 1
2018-06-21 16:15:27,247 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:15:27,247 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:15:27,247 [          ORADBUtil.java:main:117] - UserID DDorsey could not be deleted on: localhost/xe
2018-06-21 16:15:27,247 [          ORADBUtil.java:main:118] - =====
2018-06-21 16:15:27,247 [          ORADBUtil.java:main:59] - hostname: somehost.com
2018-06-21 16:15:27,247 [          ORADBUtil.java:main:60] - port: 9999
2018-06-21 16:15:27,247 [          ORADBUtil.java:main:61] - instance: instance
2018-06-21 16:15:27,247 [          ORADBUtil.java:main:69] - Connecting to somehost.com:9999:instance
2018-06-21 16:15:48,253 [          ORADBUtil.java:main:107] - SQLException 1
2018-06-21 16:15:48,253 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:15:48,253 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:15:48,253 [          ORADBUtil.java:main:117] - UserID DDorsey could not be deleted on: somehost.com/instance
2018-06-21 16:15:48,253 [          ORADBUtil.java:main:118] - =====
2018-06-21 16:15:48,253 [          ORADBUtil.java:main:46] - Dropping username: DMazza
2018-06-21 16:15:48,253 [          ORADBUtil.java:main:59] - hostname: localhost
2018-06-21 16:15:48,253 [          ORADBUtil.java:main:60] - port: 1521
2018-06-21 16:15:48,253 [          ORADBUtil.java:main:61] - instance: xe
2018-06-21 16:15:48,253 [          ORADBUtil.java:main:69] - Connecting to localhost:1521:xe
2018-06-21 16:15:50,267 [          ORADBUtil.java:main:107] - SQLException 1
2018-06-21 16:15:50,267 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:15:50,267 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:15:50,267 [          ORADBUtil.java:main:117] - UserID DMazza could not be deleted on: localhost/xe
2018-06-21 16:15:50,267 [          ORADBUtil.java:main:118] - =====
2018-06-21 16:15:50,267 [          ORADBUtil.java:main:59] - hostname: somehost.com
2018-06-21 16:15:50,267 [          ORADBUtil.java:main:60] - port: 9999
2018-06-21 16:15:50,268 [          ORADBUtil.java:main:61] - instance: instance
2018-06-21 16:15:50,268 [          ORADBUtil.java:main:69] - Connecting to somehost.com:9999:instance
2018-06-21 16:16:11,272 [          ORADBUtil.java:main:107] - SQLException 1
2018-06-21 16:16:11,272 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:16:11,272 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-06-21 16:16:11,272 [          ORADBUtil.java:main:117] - UserID DMazza could not be deleted on: somehost.com/instance
2018-06-21 16:16:11,272 [          ORADBUtil.java:main:118] - =====
2018-06-21 16:16:11,273 [          ORADBUtil.java:main:191] - Total number of user IDs to delete: 6.
2018-06-21 16:16:11,273 [          ORADBUtil.java:main:192] - Total number of userIDs failed to fully delete: 6
2018-06-21 16:16:11,273 [          ORADBUtil.java:main:193] - ====================
2018-06-21 16:16:11,273 [          ORADBUtil.java:main:194] - ** COMPLETED **
2018-06-21 16:16:11,934 [       DBUserUpdate.java:main:95] - Email sent.
2018-06-21 16:16:11,935 [       DBUserUpdate.java:main:105] - Completed, exiting
2018-06-22 14:11:03,220 [       DBUserUpdate.java:main:31] - Starting
2018-06-22 14:11:03,230 [             DBUtil.java:main:46] - password (The system cannot find the file specified)
2018-06-22 14:11:03,230 [             DBUtil.java:main:47] - In DBUtil, can't find properties file, returning
2018-06-22 14:11:03,734 [         UserReader.java:main:53] - 
2018-06-22 14:11:03,734 [         UserReader.java:main:54] - exiting
2018-06-22 14:11:32,704 [       DBUserUpdate.java:main:31] - Starting
2018-07-02 08:10:46,245 [       DBUserUpdate.java:main:31] - Starting
2018-07-02 08:10:46,633 [         UserReader.java:main:33] - Reading userfile: C:\Users\dutaylor\DBUserUpdate\Users.csv
2018-07-02 08:10:46,637 [           DBReader.java:main:30] - Reading dbfile: C:\Users\dutaylor\DBUserUpdate\OracleDB.csv
2018-07-02 08:10:46,637 [          ORADBUtil.java:main:29] - ** STARTING **
2018-07-02 08:10:46,637 [          ORADBUtil.java:main:30] - ====================
2018-07-02 08:10:46,638 [          ORADBUtil.java:main:46] - Dropping username: kmobeck
2018-07-02 08:10:46,638 [          ORADBUtil.java:main:59] - hostname: localhost
2018-07-02 08:10:46,638 [          ORADBUtil.java:main:60] - port: 1521
2018-07-02 08:10:46,638 [          ORADBUtil.java:main:61] - instance: xe
2018-07-02 08:10:46,805 [          ORADBUtil.java:main:69] - Connecting to localhost:1521:xe
2018-07-02 08:10:48,972 [          ORADBUtil.java:main:107] - SQLException 1
2018-07-02 08:10:48,973 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-07-02 08:10:48,973 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-07-02 08:10:48,973 [          ORADBUtil.java:main:117] - UserID kmobeck could not be deleted on: localhost/xe
2018-07-02 08:10:48,973 [          ORADBUtil.java:main:118] - =====
2018-07-02 08:10:48,973 [          ORADBUtil.java:main:59] - hostname: somehost.com
2018-07-02 08:10:48,974 [          ORADBUtil.java:main:60] - port: 9999
2018-07-02 08:10:48,974 [          ORADBUtil.java:main:61] - instance: instance
2018-07-02 08:10:48,974 [          ORADBUtil.java:main:69] - Connecting to somehost.com:9999:instance
2018-07-02 08:11:10,023 [          ORADBUtil.java:main:107] - SQLException 1
2018-07-02 08:11:10,023 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-07-02 08:11:10,023 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-07-02 08:11:10,023 [          ORADBUtil.java:main:117] - UserID kmobeck could not be deleted on: somehost.com/instance
2018-07-02 08:11:10,023 [          ORADBUtil.java:main:118] - =====
2018-07-02 08:11:10,024 [          ORADBUtil.java:main:46] - Dropping username: mgregg
2018-07-02 08:11:10,024 [          ORADBUtil.java:main:59] - hostname: localhost
2018-07-02 08:11:10,024 [          ORADBUtil.java:main:60] - port: 1521
2018-07-02 08:11:10,024 [          ORADBUtil.java:main:61] - instance: xe
2018-07-02 08:11:10,024 [          ORADBUtil.java:main:69] - Connecting to localhost:1521:xe
2018-07-02 08:11:12,028 [          ORADBUtil.java:main:107] - SQLException 1
2018-07-02 08:11:12,028 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-07-02 08:11:12,028 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
2018-07-02 08:11:12,028 [          ORADBUtil.java:main:117] - UserID mgregg could not be deleted on: localhost/xe
2018-07-02 08:11:12,028 [          ORADBUtil.java:main:118] - =====
2018-07-02 08:11:12,028 [          ORADBUtil.java:main:59] - hostname: somehost.com
2018-07-02 08:11:12,028 [          ORADBUtil.java:main:60] - port: 9999
2018-07-02 08:11:12,028 [          ORADBUtil.java:main:61] - instance: instance
2018-07-02 08:11:12,028 [          ORADBUtil.java:main:69] - Connecting to somehost.com:9999:instance
2018-07-02 08:11:33,032 [          ORADBUtil.java:main:107] - SQLException 1
2018-07-02 08:11:33,032 [          ORADBUtil.java:main:110] - Error Message: IO Error: The Network Adapter could not establish the connection
2018-07-02 08:11:33,032 [          ORADBUtil.java:main:116] - Error: IO Error: The Network Adapter could not establish the connection
